obszar,lokacja,cena,przestrzeń_m2,cena_m2,ilość_pokoi
slaskie,"Wisła, śląskie",1090000,121.37,8981,3
slaskie,"Ustroń, śląskie",234900,33,7118,1
slaskie,"Ustroń, śląskie",491953,63.89,7700,4
slaskie,"Ustroń, śląskie",399000,72.8,5481,3
slaskie,"Cieszyn, cieszyński, śląskie",339900,60,5665,2
slaskie,"Ustroń, śląskie",561015,61.65,9100,2
slaskie,"Ustroń, śląskie",470000,39,12051,2
slaskie,"Ustroń, śląskie",474705,61.65,7700,4
slaskie,"Ustroń, śląskie",339000,57.12,5935,3
slaskie,"Ustroń, śląskie",999000,81.7,12228,3
slaskie,"Wisła, śląskie",699000,65.47,10677,3
slaskie,"Wisła, cieszyński, śląskie",799000,58.49,13660,2
slaskie,"Ustroń, śląskie",499000,104,4798,4
slaskie,"Ustroń, śląskie",528440,48.04,11000,3
slaskie,"Ustroń, śląskie",559345,59.2,9448,3
slaskie,"Ustroń, śląskie",699734,102.45,6830,4
slaskie,"Siemianowice Śląskie, Centrum",199000,54.13,3676,3
slaskie,"os. Pawlikowskiego, Żory, śląskie",255000,55.3,4611,3
slaskie,"Bytom, Centrum, ul. Sądowa",370000,92,4022,3
slaskie,"Sosnowiec, Pogoń, ul. Mariacka",155000,38,4079,2
slaskie,"Chorzów, Batory",140000,35.02,3998,2
slaskie,"Ruda Śląska, Halemba, ul. Solidarności",270000,47,5745,3
slaskie,"Ruda Śląska, Bykowina, ul. Kopalniana",299000,58,5155,3
slaskie,"Bytom, Śródmieście, ul. Bolesława Prusa",274900,54.22,5070,2
slaskie,"Bytom, Szombierki, ul. Orzegowska",225000,38.43,5855,2
slaskie,"Bytom, Śródmieście, ul. Orląt Lwowskich",396000,99.25,3990,4
slaskie,"Bytom, Centrum, ul. Dworcowa",389000,138.58,2807,4
slaskie,"ul. Dworcowa, Bytom, śląskie",189000,76.2,2480,2
slaskie,"ul. Pawła Ślęczka, Zabrze, śląskie",179000,37.22,4809,2
slaskie,"Sosnowiec, Bór, Biała Przemsza",189000,44,4295,3
slaskie,"Bytom, Centrum, ul. Dworcowa",399000,106.13,3760,4
slaskie,"Piekary Śląskie, Lipka",460644,66.76,6900,3
slaskie,"Piekary Śląskie, Lipka",353487,51.23,6900,3
slaskie,"ul. Franklina Roosevelta, Zabrze, śląskie",314000,31.4,10000,1
slaskie,"Rybnik, Zamysłów, ul. Niedobczycka",474066,66.15,7167,3
slaskie,"Sosnowiec, Centrum, ul. Jana Kiepury",379168,55.76,6800,3
slaskie,"ul. Krzemienna, Bielsko-Biała, śląskie",280757.70,31.23,8990,1
slaskie,"Sosnowiec, Milowice, ul. Słoneczna",416455,64.07,6500,3
slaskie,"Sosnowiec, Zagórze, ul. Mielecka",453000,61.92,7316,3
slaskie,"Bielsko-Biała, Aleksandrowice, ul. Bukowa",352440,39.6,8900,2
slaskie,"generała Władysława Andersa, Gliwice, śląskie",578906,66.73,8675,3
slaskie,"ul. Józefa Chełmońskiego, Racibórz, śląskie",200025,26.67,7500,2
slaskie,"Będzin, Warpie, ul. Krakowska",450000,70.6,6374,4
slaskie,"Będzin, Zamkowe",444720,65.4,6800,3
slaskie,"Szczyrk, śląskie",,72.71,,3
slaskie,"Katowice, Wełnowiec-Józefowiec, ul. prof. Jana Mikusińskiego",,42.64,,2
slaskie,"Gliwice, Sośnica, ul. Młodzieżowa",242550,38.5,6300,2
slaskie,"Częstochowa, Parkitka, ul. Małopolska",484068,62.06,7800,3
slaskie,"ul. Łagodna, Bielsko-Biała, śląskie",633795,68.15,9300,3
slaskie,"Mysłowice, Janów Miejski, ul. Fryderyka Chopina",,61.1,,3
slaskie,"Katowice, Janów - Nikiszowiec, Nikiszowiec, ul. Zofii Nałkowskiej",,70.6,,4
slaskie,"Szczyrk, śląskie",631584,48.96,12900,3
slaskie,"Częstochowa, Parkitka, Łowicka",846950,130.3,6500,4
slaskie,"Częstochowa, Parkitka, ul. Okulickiego",333564,39.71,8400,2
slaskie,"Gliwice, śląskie",,81.44,,4
slaskie,"Rydułtowy, śląskie",205000,54.3,3775,3
slaskie,"Rybnik, Chwałowice",225000,46.9,4797,2
slaskie,"Rybnik, Zamysłów, Niedobczycka",326451,40.96,7970,2
slaskie,"Rybnik, Zamysłów, Niedobczycka",366831,52.63,6970,3
slaskie,"Rybnik, Zamysłów, Niedobczycka",228960,26.16,8752,2
slaskie,"Rybnik, Maroko-Nowiny",175000,43.5,4023,2
slaskie,"Rybnik, śląskie",165000,57.01,2894,2
slaskie,"Rybnik, Maroko-Nowiny",260000,54.2,4797,3
slaskie,"Rybnik, śląskie",184000,36.5,5041,1
slaskie,"Rybnik, śląskie",379900,63.35,5997,3
slaskie,"Rybnik, Popielów",449000,113.46,3957,5
slaskie,"Rybnik, Piaski",399000,63.12,6321,3
slaskie,"Rybnik, Piaski",399000,63.12,6321,3
slaskie,"Rybnik, Boguszowice",280000,42.29,6621,2
slaskie,"Jastrzębie-Zdrój, śląskie",173000,33,5242,2
slaskie,"Gwarecka, Chorzów, śląskie",286700,47.8,5998,2
slaskie,"Beskidzka, Chorzów, śląskie",225000,47.17,4770,2
slaskie,"Wolności, Zabrze, śląskie",220000,52.5,4190,2
slaskie,"Radlin, śląskie",179000,38,4711,1
slaskie,"ul. Jeleniogórska, Częstochowa, śląskie",335000,58,5776,3
slaskie,"Sosnowiec, Środula",299000,52,5750,3
slaskie,"Czechowice-Dziedzice, śląskie",299000,44,6795,2
slaskie,"Zabrze, Centrum, ul. Dworcowa",245000,54.62,4486,2
slaskie,"Bielsko-Biała, śląskie",299000,53.04,5637,2
slaskie,"Bielsko-Biała, Osiedle  Karpackie, ul. Giewont",496000,72,6889,4
slaskie,"Częstochowa, Raków, Aleja Pokoju",205000,48.3,4244,2
slaskie,"Jastrzębie-Zdrój, ZDRÓJ, Zdrój",570000,88,6477,4
slaskie,"Tarnowskie Góry, śląskie",299000,48.5,6165,3
slaskie,"Knurów, śląskie",400000,45,8889,2
slaskie,"Bytom, Centrum, ul. Powstańców Warszawskich",279000,79.97,3489,3
slaskie,"Dąbrowa Górnicza, Łęknice, ul. Parkowa",620000,67.7,9158,3
slaskie,"Sosnowiec, Pogoń, ul. Szpaków",353500,50.5,7000,2
slaskie,"Mikołów, Nowy Świat, ul. Żwirki i Wigury",330000,60,5500,3
slaskie,"Częstochowa, Śródmieście, Al.NMP",263000,114,2307,3
slaskie,"ul. Sienkiewicza, Żywiec, śląskie",495000,71.6,6913,3
slaskie,"ul. Felicjana Sławoja Składkowskiego, Czeladź, śląskie",275000,50,5500,2
slaskie,"ul. Turystyczna, Jastrzębie-Zdrój, śląskie",210000,55.7,3770,3
slaskie,"Częstochowa, Raków, ul. Mireckiego",439000,63.7,6892,4
slaskie,"os. Powstańców Śląskich, Żory, śląskie",277000,70,3957,5
slaskie,"Katowice, Centrum, Francuska",474000,73,6493,3
slaskie,"Gliwice, Zatorze",498279,74.37,6700,3
slaskie,"Gliwice, Osiedle Sikornik, ul. Wilgi 1",310000,55.4,5596,2
slaskie,"Bielsko-Biała, Aleksandrowice",399000,34,11735,2
slaskie,"Ustroń, śląskie",433000,54,8019,3
slaskie,"Katowice, Piotrowice - Ochojec, Ochojec, ul. Fabryczna",314000,36,8722,2
slaskie,"Jaworzno, śląskie",230000,35.4,6497,2
slaskie,"Częstochowa, Parkitka, ul. Jasińskiego",,49.72,,2
slaskie,"Jastrzębie-Zdrój, Centrum",239000,62,3855,4
slaskie,"Chorzów, Pnioki, ul. dr. Ignacego Nowaka",295000,54,5463,2
slaskie,"Częstochowa, Północ",799000,72,11097,3
slaskie,"Chorzów, Centrum",399000,67.2,5938,3
slaskie,"Katowice, Osiedle Tysiąclecia",249999,28.1,8897,1
slaskie,"Chorzów, Centrum",439000,48,9146,3
slaskie,"Sosnowiec, Pogoń, ul. Szpaków",518000,74,7000,3
slaskie,"Sosnowiec, Pogoń, ul. Szpaków",295650,40.5,7300,2
slaskie,"Częstochowa, Wrzosowiak",242000,33.24,7280,2
slaskie,"ul. Zawiszy Czarnego, Gliwice, śląskie",400000,82.31,4860,3
slaskie,"Mikołów, Nowy Świat",529000,92.7,5707,4
slaskie,"Gliwice, Sikornik, ul. Ziębia",389000,57,6825,2
slaskie,"Mikołów, Centrum, os. Adama Mickiewicza",196500,41,4793,1
slaskie,"Bielsko-Biała, Górne Przedmieście, Cieszyńska/Browarna",615160,67.6,9100,3
slaskie,"Katowice, Osiedle Tysiąclecia, ul. Bolesława Chrobrego",339000,38,8921,1
slaskie,"ul. Granitowa, Jaworzno, śląskie",275000,51,5392,2
slaskie,"Ruda Śląska, Bykowina",459000,90,5100,3
slaskie,"Częstochowa, śląskie",287900,52.4,5494,2
slaskie,"Gliwice, Ostropa, Stara Cegielnia 18",540357,62.11,8700,3
slaskie,"Katowice, Dąb, ul. Złota",517920,53.12,9750,3
slaskie,"Częstochowa, Północ, Makuszyńskiego",334026,44.67,7478,2
slaskie,"Gliwice, Ostropa, Stara Cegielnia 18",577623,62.11,9300,3
slaskie,"ul. Uzdrowiskowa, Szczyrk, śląskie",660000,60,11000,2
slaskie,"Ruda Śląska, Bykowina, ul. Franciszka Wilka 6B",309900,51,6076,2
slaskie,"Katowice, Śródmieście, Adama Mickiewicza",470512,42.01,11200,2
slaskie,"Katowice, Śródmieście, Adama Mickiewicza",294036,25.68,11450,1
slaskie,"Katowice, Wełnowiec-Józefowiec, Wełnowiec, Słoneczna",421214,44.81,9400,2
slaskie,"Katowice, Osiedle Paderewskiego - Muchowiec, Muchowiec, gen. Stanisława Szeptyckiego",463536,42.92,10800,2
slaskie,"Katowice, Bogucice, Wiertnicza",465476,62.48,7450,3
slaskie,"Tadeusza Kościuszki, Chorzów, śląskie",308635,36.31,8500,2
slaskie,"Katowice, Wełnowiec-Józefowiec, Wełnowiec, Bytkowska",680568,81.02,8400,4
slaskie,"Sosnowiec, Sielec, Klimontowska",469812,66.64,7050,3
slaskie,"Katowice, Bogucice, al. Wojciecha Korfantego",408696,42.33,9655,2
slaskie,"Kozielska, Gliwice, śląskie",360733,40.31,8949,2
slaskie,"Bytom, Śródmieście",489000,127,3850,4
slaskie,"Laguna Beskidów, Zarzecze, śląskie",900000,47,19149,1
slaskie,"ul. Skrajna, Cieszyn, śląskie",415000,60.5,6860,3
slaskie,"Katowice, Giszowiec, ul. Wojciecha",310000,54,5741,3
slaskie,"Częstochowa, Parkitka, ul. Małopolska",338646,43.98,7700,3
slaskie,"Częstochowa, Parkitka, ul. Małopolska",339647,44.11,7700,2
slaskie,"Częstochowa, Parkitka, ul. Małopolska",464695,60.35,7700,3
slaskie,"Katowice, Wełnowiec-Józefowiec, ul. prof. Jana Mikusińskiego",,59.18,,3
slaskie,"Dąbrowa Górnicza, Centrum, Graniczna",536508,63.87,8400,3
slaskie,"Częstochowa, śląskie",268900,50.9,5283,2
slaskie,"Pawłowice, śląskie",185000,47.9,3862,2
slaskie,"Częstochowa, Wyczerpy, Wyczerpy Górne, Kontkiewicza",473000,65.1,7266,3
slaskie,"Sosnowiec, Zagórze",215000,36,5972,1
slaskie,"Sosnowiec, Sielec, Klimontowska 31",336900,59.6,5653,3
slaskie,"Siemianowice Śląskie, śląskie",60000,53.44,1123,3
slaskie,"Katowice, Śródmieście, ul. Zabrska",893790,99.31,9000,4
slaskie,"ul. Katowicka, Jastrzębie-Zdrój, śląskie",188000,55.7,3375,3
slaskie,"ul. Dębowa, Tychy, śląskie",424000,54.5,7780,2
slaskie,"ul. Orląt Lwowskich, Żywiec, śląskie",388600,58,6700,3
slaskie,"Gliwice, Ostropa, Stara Cegielnia 18",411030,45.67,9000,2
slaskie,"Gliwice, Sośnica, ul. Młodzieżowa",238644,37.88,6300,2
slaskie,"ul. Wrocławska, Bytom, śląskie",79450,34.46,2306,1
slaskie,"Radlin, śląskie",110000,37.43,2939,1
slaskie,"Gliwice, Sośnica",280000,48,5833,2
slaskie,"ul. Stefana Batorego, Bytom, śląskie",249000,154,1617,5
slaskie,"Katowice, Szopienice - Burowiec, Szopienice, ul. Wiosny Ludów",179999,30.5,5902,1
slaskie,"Mikołów, Centrum",337000,56,6018,3
slaskie,"Bielsko-Biała, śląskie",279000,44,6341,2
slaskie,"Bielsko-Biała, Osiedle Kopernika, ul. Jesionowa",389000,44.29,8783,3
slaskie,"Rybnik, śląskie",318900,69.1,4615,3
slaskie,"Częstochowa, Parkitka, ul. Małopolska",749999,60,12500,3
slaskie,"ul. Klimontowska, Sosnowiec, śląskie",,38.61,,2
slaskie,"Jodłowa, Świętochłowice, śląskie",249000,54.27,4588,2
slaskie,"Katowice, Osiedle Tysiąclecia, Tysiąclecia",649000,84,7726,4
slaskie,"Gliwice, Ostropa, Stara Cegielnia 18",477405,46.35,10300,3
slaskie,"Bytom, śląskie",202000,64,3156,3
slaskie,"Kamienna, Wisła, śląskie",739900,52.84,14003,2
slaskie,"Ruda Śląska, Halemba",525000,75.65,6940,3
slaskie,"Katowice, Osiedle Tysiąclecia, Tysiąclecia",395000,47.2,8369,2
slaskie,"ul. Rolna, Kozy, śląskie",416000,57.02,7296,3
slaskie,"Bytom, Centrum",179000,40,4475,2
slaskie,"ul. Rolna, Kozy, śląskie",425000,61.63,6896,3
slaskie,"osiedle Plaka, Wojkowice, śląskie",309000,51.9,5954,3
slaskie,"Katowice, Piotrowice - Ochojec, Piotrowice, Zbożowa 41",219000,29.1,7526,1
slaskie,"Bielsko-Biała, śląskie",345000,55,6273,2
slaskie,"Ruda Śląska, Kochłowice, ul. Lipowa",199000,51.2,3887,2
slaskie,"Gliwice, Ostropa, Stara Cegielnia 18",632808,62.04,10200,3
slaskie,"Tarnowskie Góry, Stare Tarnowice, ul. Włoska",280000,50.5,5545,2
slaskie,"Katowice, Piotrowice - Ochojec, ul. Zbożowa",,50.06,,3
slaskie,"Dąbrowa Górnicza, Ząbkowice",199900,42.9,4660,2
slaskie,"Katowice, Wełnowiec-Józefowiec, Józefowiec, Bytkowska",298500,25.71,11610,1
slaskie,"Częstochowa, Wrzosowiak",259900,38,6839,2
slaskie,"Bytom, Centrum",205000,49,4184,2
slaskie,"ul. Katowicka, Jastrzębie-Zdrój, śląskie",265000,70.5,3759,4
slaskie,"Katowice, Śródmieście, ul. Plebiscytowa",699000,124,5637,3
slaskie,"Częstochowa, Północ, ul. Makuszyńskiego",465000,66,7045,3
slaskie,"Ustroń, śląskie",550000,49,11224,3
slaskie,"Ustroń, śląskie",725000,76,9539,3
slaskie,"Skoczów, śląskie",267000,30,8900,1
slaskie,"Cieszyn, śląskie",380000,50,7600,2
slaskie,"Ustroń, śląskie",725000,76,9539,3
slaskie,"Częstochowa, Raków",449000,65,6908,4
slaskie,"Tychy, Mąkołowiec",259000,37,7000,2
slaskie,"ul. Opolska 6, Tarnowskie Góry, śląskie",187000,32,5844,2
slaskie,"Jastrzębie-Zdrój, śląskie",229000,55.7,4111,3
slaskie,"Tarnowskie Góry, Śródmieście, ul. Opolska",147000,28,5250,2
slaskie,"Bielsko-Biała, śląskie",370000,91.33,4051,4
slaskie,"Bystra, bielski, śląskie",370000,91.33,4051,4
slaskie,"Zabrze, Rokitnica",179000,45.33,3949,1
slaskie,"ul. Reptowska, Bytom, śląskie",228500,48,4760,3
slaskie,"Katowice, Centrum, ul. Henryka Dąbrowskiego",249500,25.2,9901,1
slaskie,"Rybnik, Śródmieście, ul. Wierzbowa",790000,111.43,7090,5
slaskie,"Sosnowiec, Klimontów",275500,29.34,9390,1
slaskie,"Sosnowiec, Klimontów",380000,42.46,8950,2
slaskie,"Sosnowiec, Klimontów",540000,65.89,8195,4
slaskie,"Sosnowiec, Klimontów",432000,50.47,8560,3
slaskie,"Mysłowice, Janów Miejski, ul. Fryderyka Chopina",,35.24,,1
slaskie,"Gliwice, Wójtowa Wieś, ul. Ignacego Daszyńskiego",699000,129.81,5385,5
slaskie,"Zabrze, Centrum, ul. Franciszkańska",289999,50.72,5718,2
slaskie,"Lipowa, śląskie",485000,78,6218,4
slaskie,"Zabrze, Centrum, ul. Wolności",659000,106.9,6165,3
slaskie,"Katowice, Załęże, ul. Gliwicka",198800,48.5,4099,3
slaskie,"Częstochowa, Parkitka, Częstochówka - Parkitka, ul. Poleska",510000,41,12439,2
slaskie,"Częstochowa, Parkitka, ul. Poleska",1250000,93,13441,3
slaskie,"Katowice, Śródmieście, Zabrska",440796,26.16,16850,1
slaskie,"Katowice, Śródmieście, Zabrska",469890,41.4,11350,2
slaskie,"Katowice, Śródmieście",321000,25.68,12500,1
slaskie,"Katowice, Śródmieście, Zabrska",590247,51.55,11450,3
slaskie,"Katowice, Śródmieście",676224,46.96,14400,2
slaskie,"Katowice, Bogucice, ul. Modrzewiowa",269000,36,7472,2
slaskie,"ul. Towarowa, Sosnowiec, śląskie",569000,60,9483,3
slaskie,"Dąbrowa Górnicza, Gołonóg",289000,60,4817,3
slaskie,"Zawiercie, śląskie",199000,37,5378,2
slaskie,"Sosnowiec, Sielec",210000,46,4565,2
slaskie,"Ruda Śląska, Bykowina",299000,49,6102,3
slaskie,"Ruda Śląska, Kochłowice",239000,44,5432,2
slaskie,"Dąbrowa Górnicza, Reden",199000,42,4738,2
slaskie,"Dąbrowa Górnicza, Mydlice",359000,62,5790,3
slaskie,"Dąbrowa Górnicza, Mydlice",375000,60.4,6209,3
slaskie,"Sosnowiec, Klimontów",265000,45,5889,3
slaskie,"Sosnowiec, Stary Sosnowiec",349000,62,5629,3
slaskie,"Zawiercie, zawierciański, śląskie",339000,75,4520,4
slaskie,"Będzin, Syberka",272000,47,5787,3
slaskie,"Dąbrowa Górnicza, Ząbkowice",179900,45,3998,2
slaskie,"Sosnowiec, Sielec",289000,49,5898,2
slaskie,"Sosnowiec, śląskie",275000,62,4435,3
slaskie,"Sosnowiec, Pogoń",249000,47,5298,2
slaskie,"Dąbrowa Górnicza, Centrum",240000,48,5000,2
slaskie,"Ruda Śląska, Halemba",270000,47,5745,3
slaskie,"Dąbrowa Górnicza, Centrum",175000,30,5833,1
slaskie,"Sosnowiec, Sielec",200000,42.66,4688,2
slaskie,"Dąbrowa Górnicza, Gołonóg",237000,52.5,4514,3
slaskie,"Sosnowiec, Dańdówka",239000,45,5311,3
slaskie,"Ruda Śląska, Godula",229000,38,6026,2
slaskie,"Sosnowiec, Centrum",289000,48,6021,4
slaskie,"Sosnowiec, Dębowa Góra",180000,43,4186,2
slaskie,"Dąbrowa Górnicza, Centrum",270000,53,5094,3
slaskie,"Sosnowiec, Niwka",230000,58.7,3918,3
slaskie,"Sosnowiec, Centrum",249000,32,7781,2
slaskie,"Dąbrowa Górnicza, Gołonóg",250000,45,5556,3
slaskie,"Dąbrowa Górnicza, Reden",225000,49,4592,2
slaskie,"Sosnowiec, Stary Sosnowiec",296000,59.2,5000,3
slaskie,"Sosnowiec, Środula",280000,62,4516,3
slaskie,"Jaworzno, Szczakowa",259000,46.11,5617,2
slaskie,"Sosnowiec, Środula",138000,25.93,5322,1
slaskie,"Ruda Śląska, Bykowina, ul. Szpaków",259000,63,4111,3
slaskie,"Gliwice, Ostropa, Stara Cegielnia 18",420164,45.67,9200,2
slaskie,"Cieszyn, śląskie",649000,59,11000,3
slaskie,"Tarnowskie Góry, Stare Tarnowice, ul. Juliana Skrzypczyka 40",620000,70,8857,3
slaskie,"Ruda Śląska, Ruda",350000,93,3763,4
slaskie,"Chorzów, Stary Chorzów",369000,79,4671,3
slaskie,"Ruda Śląska, Bielszowice",218000,48,4542,2
slaskie,"Ruda Śląska, Halemba, ul. Międzyblokowa",255000,46,5543,2
slaskie,"Zabrze, Centrum, ul. Panieńskie Skały",219000,55,3982,3
slaskie,"ul. Inwalidów Wojennych, Jaworzno, śląskie",279000,67.5,4133,2
slaskie,"Będzin, Syberka",195000,38,5132,2
slaskie,"Gliwice, Wójtowa Wieś, ul. Juliusza Ligonia",790000,124.9,6325,4
slaskie,"ul. Kapliczna, Sosnowiec, śląskie",424800,59,7200,3
slaskie,"Katowice, Wełnowiec-Józefowiec, Wełnowiec",512900,55.76,9198,3
slaskie,"Katowice, Wełnowiec-Józefowiec, Wełnowiec",632000,70.24,8998,3
slaskie,"Sosnowiec, Klimontów",455000,54.17,8399,3
slaskie,"Katowice, Wełnowiec-Józefowiec, Wełnowiec",342596,43.1,7949,2
slaskie,"Będzin, Syberka",285000,53.3,5347,3
slaskie,"Bytom, Łagiewniki",154995,33,4697,1
slaskie,"Bytom, Centrum",180000,42.5,4235,2
slaskie,"Sosnowiec, Zagórze",269000,58,4638,3
slaskie,"Katowice, Wełnowiec-Józefowiec, Wełnowiec",369000,35.22,10477,2
